type,typeName,name,spell,spellAll,code
PFund,私募,蓝海1号,LH1H,donghangjinkong,S20639
PFund,私募,汇鑫57号（母基金）,HX57H,--,P04383
PFund,私募,人合安泰1号4期,RHAT1H4Q,--,P03610
PFund,私募,华创锐进2号(母),HCRJ2HM,huachuangzhengquan,P02767
PFund,私募,工银瑞信定增1号,GYRXDZ1H,gongyinruixin,P03943
PFund,私募,前海浑元2号,QHHY2H,qianhaihunyuan,P05693
PFund,私募,星石13期,XS13Q,xingshitouzi,P00187
PFund,私募,星石14期,XS14Q,xingshitouzi,P00188
PFund,私募,朱雀7期,ZQ7Q,zhuque,P00189
PFund,私募,融新291号第10期,RX291HD10Q,--,P05158
PFund,私募,路通稳健1号基金,LTWJ1HJJ,guangzhouchuangxin,S20190
PFund,私募,朱雀5期,ZQ5Q,zhuque,P00191
PFund,私募,鑫鼎盛1号,XDS1H,xindingshengtouzi,S20167
PFund,私募,乐正资本鼎盛投资基金,LZZBDSTZJJ,lezhengziben,S20520
PFund,私募,友山瀚海9号,YSHH9H,guizhouyoushan,S20739
PFund,私募,淡水泉成长三期,DSQCZSQ,danshuiquan,P00193
PFund,私募,武当12期,WD12Q,wudangzichan,P00195
PFund,私募,价值精英1号基金,JZJY1HJJ,xinpu,S20769
PFund,私募,朝阳1号基金,ZY1HJJ,yonganziben,S20781
PFund,私募,群琅投资基金,QLTZJJ,yonganziben,S20780
PFund,私募,东源定增宝1号,DYDZB1H,gefeinuobao,S20658
PFund,私募,尚雅6期,SY6Q,shangya,P00197
PFund,私募,武当7期,WD7Q,wudangzichan,P00198
PFund,私募,智德精选,ZDJX,zhide,P00199
PFund,私募,明曜精选1期,MYJX1Q,mingyao,P00200
PFund,私募,淡水泉成长四期,DSQCZSQ,danshuiquan,P00201
PFund,私募,中睿合银4期,ZRHY4Q,zhongruiheyin,P00399
PFund,私募,通和量化,THLH,tonghetouzi,P03589
PFund,私募,景林稳健Ⅱ号,JLWJ2H,jinglinzichan,P00402
PFund,私募,中金配置精选1号,ZJPZJX1H,zhongjin,P01200
PFund,私募,鼎辉1号,DH1H,dingtaozhuhui,P00263
PFund,私募,瑞和信托计划第16期,RHXTJHD16Q,--,P05092
PFund,私募,中国龙稳健4,ZGLWJ4,yongfeng,P00264
PFund,私募,中国龙价值5,ZGLJZ5,yongfeng,P00088
PFund,私募,朱雀10期,ZQ10Q,zhuque,P00265
PFund,私募,朱雀12期,ZQ12Q,zhuque,P00266
PFund,私募,久阳一号,JYYH,jiuyangrunquanziben,P01165
PFund,私募,朴石2期,PS2Q,poshi,P01170
PFund,私募,理成风景2号,LCFJ2H,licheng,P00267
PFund,私募,理成转子2号,LCZZ2H,licheng,P00268
PFund,私募,民森E号,MSEH,minsen,P00269
PFund,私募,民森F号,MSFH,minsen,P00270
PFund,私募,民森G号,MSGH,minsen,P00271
PFund,私募,世通1期,ST1Q,shitong,P00042
PFund,私募,云程泰2期,YCT2Q,yunchengtai,P00062
PFund,私募,中欧瑞博成长策略,ZORBCZCL,zhongouruibo,P00067
PFund,私募,东方远见,DFYJ,dongfangyuanjian,P00064
PFund,私募,汇富4号汇利优选4期,HF4HHLYX4Q,huili,P00231
PFund,私募,新价值5号,XJZ5H,xinjiazhi,P00232
PFund,私募,淡水泉成长六期,DSQCZLQ,danshuiquan,P00233
PFund,私募,尚雅9期,SY9Q,shangya,P00234
PFund,私募,同威2期,TW2Q,tongwei,P00236
PFund,私募,华润信托智诚2期,HRXTZC2Q,zhichenghaiwei,P00237
PFund,���募,华润信托康成亨1期,HRXTKCH1Q,kangchengheng,P00238
PFund,私募,尚嘉部落量化1号,SJBLLH1H,wuhanshangjiabuluo,P05199
PFund,私募,通用汇锦1号,TYHJ1H,tongyongjishujituantouzi,P00461
PFund,私募,归富长乐一号,GFCLYH,guifu,P00462
PFund,私募,赢隆一期,YLYQ,qingdaoyinglongzichan,P00417
PFund,私募,瀚信成长5期,HXCZ5Q,hanxin,P00420
PFund,私募,耀之债期1号,YZZQ1H,yaozhizichan,P05550
PFund,私募,龙赢一号,LYYH,longyingfuze,P00421
PFund,私募,中信金中和1期,ZXJZH1Q,jinzhonghe,P00422
PFund,私募,金诚富利1期,JCFL1Q,yongwangzichan,P00423
PFund,私募,瀚信成长3期,HXCZ3Q,hanxin,P00424
PFund,私募,融赢领航1号组合1光华上智,RYLH1HZH1GHSZ,guanghuashangzhi,P03584
PFund,私募,融赢财通1号(第9期组合),RYCT1HD9QZH,--,P02779
PFund,私募,和聚5期,HJ5Q,heju,P00425
PFund,私募,汇利优选6,HLYX6,huili,P00426
PFund,私募,源乐晟3期,YLS3Q,yuanlesheng,P00427
PFund,私募,从容医疗,CRYL,congrong,P00428
PFund,私募,扬子三号,YZSH,shicheng,P00429
PFund,私募,国富精选三号,GFJXSH,guofu,P00465
PFund,私募,黄金优选4期3号,HJYX4Q3H,zhuque,P00403
PFund,私募,新价值8,XJZ8,xinjiazhi,P00404
PFund,私募,赑元成长1期,BYCZ1Q,biyuan,P00384
PFund,私募,恒丰1期,HF1Q,yinsha,P00482
CPFund,私募,金顶全球,JDQQ,jindingzichanguanligongsi,H00036
PFund,私募,思考一号,SKYH,zhejiangsikao,P00481
PFund,私募,瀚信成长6期,HXCZ6Q,hanxin,P00483
PFund,私募,丰煜二期,FYEQ,fengyu,P00485
PFund,私募,瀚信成长10期,HXCZ10Q,hanxin,P00486
PFund,私募,鼎锋4号,DF4H,dingfengzichan,P00487
PFund,私募,源乐晟6期,YLS6Q,yuanlesheng,P00488
PFund,私募,新价值16号,XJZ16H,xinjiazhi,P00489
PFund,私募,黄金优选二期五号,HJYXEQWH,xinjiazhi,P00490
PFund,私募,新价值11号,XJZ11H,xinjiazhi,P00491
PFund,私募,民森K号,MSKH,minsen,P00470
PFund,私募,民森H号,MSHH,minsen,P00471
PFund,私募,民森D号,MSDH,minsen,P00472
PFund,私募,尚雅12期,SY12Q,shangya,P00474
PFund,私募,聚发11混沌1号,JF11HD1H,hundundaoran,P00477
PFund,私募,元葵天时,YKTS,yuankuizichan,P05258
PFund,私募,从容成长8,CRCZ8,congrong,P00442
PFund,私募,鼎锋2期,DF2Q,dingfengzichan,P00443
PFund,私募,源乐晟4期,YLS4Q,yuanlesheng,P00446
PFund,私募,神农1期,SN1Q,shennong,P00447
PFund,私募,富鹏2期,FP2Q,waimaoxintuo,P00449
PFund,私募,源乐晟5期,YLS5Q,yuanlesheng,P00450
PFund,私募,瀚信成长4期,HXCZ4Q,hanxin,P00451
PFund,私募,智德精选3期20100513,ZDJX3Q20100513,zhide,P00452
PFund,私募,中���新价值1期,ZXXJZ1Q,xinjiazhi,P00453
PFund,私募,友山瀚海7号,YSHH7H,guizhouyoushan,S20588
PFund,私募,乐瑞强债5号基金,LRQZ5HJJ,leruizichan,S20816
PFund,私募,重阳新金融基金,CYXJRJJ,chongyang,S21058
PFund,私募,择时对冲添富牛1号,ZSDCTFN1H,huitianfuziben,P01197
PFund,私募,星石17期,XS17Q,xingshitouzi,P00332
PFund,私募,览众1期,LZ1Q,jinyuanlanzong,P00333
PFund,私募,朱雀11期,ZQ11Q,zhuque,P00334
PFund,私募,黄金优选二期一号,HJYXEQYH,xinjiazhi,P00335
PFund,私募,宝盛一号,BSYH,--,P05576
PFund,私募,宝幡稳健回报二十六期,BFWJHBESLQ,--,P05578
PFund,私募,明日之星第1期珩华铸山,MRZXD1QHHZS,henghuazichan,P05585
PFund,私募,私募工场向日葵1号,SMGCXRK1H,shenzhenheying,P05586
PFund,私募,泽履一期,ZLYQ,zelvzichan,P05587
PFund,私募,私募工场致远1期,SMGCZY1Q,--,P05588
PFund,私募,聚益1号,JY1H,juyi,P00337
PFund,私募,朱雀14期,ZQ14Q,zhuque,P00336
PFund,私募,财富成长1期,CFCZ1Q,caifuchengzhang,P00492
PFund,私募,慧安5号,HA5H,huian,P00495
PFund,私募,远策7期,YC7Q,yuance,P00497
PFund,私募,睿信成长1期,RXCZ1Q,ruixintouzi,P00346
PFund,私募,远策6期,YC6Q,yuance,P00348
PFund,私募,融达稳盈证券投资第02期,RDWYZQTZD02Q,--,P05098
PFund,私募,重阳6期,CY6Q,chongyang,P00350
PFund,私募,明日之星第3期煜融欣蛮1号,MRZXD3QYRXM1H,yurong,P05304
PFund,私募,泰来基金,TLJJ,--,P05306
PFund,私募,明曜1期,MY1Q,mingyao,P00352
PFund,私募,和聚2期,HJ2Q,heju,P00353
PFund,私募,恒德中略2号,HDZL2H,hengde,P05312
PFund,私募,浑元德融一号,HYDRYH,qianhaihunyuan,P05313
PFund,私募,富锦7号汇利,FJ7HHL,huili,P00552
PFund,私募,富锦8号,FJ8H,shangya,P00553
PFund,私募,双赢1期瀚信,SY1QHX,hanxin,P00555
PFund,私募,富锦6号金中和,FJ6HJZH,jinzhonghe,P00556
PFund,私募,菁英时代成长3号,JYSDCZ3H,qingyingshidai,P00557
PFund,私募,鼎锋8期,DF8Q,dingfengzichan,P00559
PFund,私募,铭远三期,MYSQ,mingyuan,P00560
PFund,私募,汇利优选9期,HLYX9Q,huili,P00561
PFund,私募,瀚信经典1期,HXJD1Q,hanxin,P00509
PFund,私募,瀚信稳健1期,HXWJ1Q,hanxin,P00510
PFund,私募,泽熙3期,ZX3Q,zexi,P00511
PFund,私募,淡水泉精选1期,DSQJX1Q,danshuiquan,P00512
PFund,私募,猎豹1期,LB1Q,liebaotouzi,P00564
PFund,私募,润晖稳健增值,RHWJZZ,runhui,P00565
PFund,私募,财富成长2期,CFCZ2Q,caifuchengzhang,P00566
PFund,私募,投资精英之尚雅,TZJYZSY,shangya,P00569
PFund,私募,黄金优选4期6号,HJYX4Q6H,zhuque,P00571
PFund,私募,方圆奥特1期,FYAT1Q,fangyuanaote,P00572
PFund,私募,图原1期,TY1Q,tuyuan,P00574
PFund,私募,黄金优选6期1号,HJYX6Q1H,zhide,P00576
PFund,私募,中投星火一号,ZTXHYH,zhongtouxinghuo,P05317
PFund,私募,泽熙2期,ZX2Q,zexi,P00498
PFund,私募,黄金优选1期6号,HJYX1Q6H,danshuiquan,P00499
PFund,私募,泽熙4期,ZX4Q,zexi,P00502
PFund,私募,开宝2期,KB2Q,kaibao,P00503
PFund,私募,中信合赢2期,ZXHY2Q,yingfengziben,P00504
PFund,私募,景富同一期,JFTYQ,jingfutong,P00506
PFund,私募,东方远见5期,DFYJ5Q,dongfangyuanjian,P00508
PFund,私募,智诚5期,ZC5Q,zhichenghaiwei,P00467
PFund,私募,智诚4期,ZC4Q,zhichenghaiwei,P00468
PFund,私募,黄金优选4期1号,HJYX4Q1H,zhuque,P00430
PFund,私募,黄金优选4期2号,HJYX4Q2H,zhuque,P00431
PFund,私募,和聚3期,HJ3Q,heju,P00434
PFund,私募,巨柏1号,JB1H,jubai,P00437
PFund,私募,和聚4期,HJ4Q,heju,P00435
PFund,私募,固利资产趋势为王基金1号,GUZCQSWWJJ1H,gulizichan,P02673
PFund,私募,尚雅11期,SY11Q,shangya,P00438
PFund,私募,东方远见1期,DFYJ1Q,dongfangyuanjian,P00440
PFund,私募,新思哲1期,XSZ1Q,xinsizhe,P00441
PFund,私募,对冲为王,DCWW,fuchiruifeng,P02674
PFund,私募,融惠优选3期(3号),RHYX3Q3H,tongyifuli,P05300
PFund,私募,框特优选,KTYX,kuangte,P02675
PFund,私募,明日之星第5期昀启,MRZXD5QYQ,yunqi,P05302
PFund,私募,汇富157号(和京宝1期),HF157HHJB1Q,--,P05303
PFund,私募,私募工场鼎杉1期,YXSMGCWQD6QDS1Q,zhuoleizichan,P05307
PFund,私募,渝信壹号穿石,YXYHCS,chuanshi,P00463
PFund,私募,中域增值1期,ZYZZ1Q,shanghaizhongyutouzi,P00464
PFund,私募,源乐晟2期,YLS2Q,yuanlesheng,P00357
PFund,私募,朱雀15期,ZQ15Q,zhuque,P00358
PFund,私募,中信新价值2期,ZXXJZ2Q,xinjiazhi,P00359
PFund,私募,远策5期,YC5Q,yuance,P00360
PFund,私募,慧安1号,HA1H,huian,P00362
PFund,私募,慧安2号,HA2H,huian,P00363
PFund,私募,慧安3号,HA3H,huian,P00364
PFund,私募,上善若水6期,SSRS6Q,shangshanruoshui,P02668
PFund,私募,淡水泉成长十期,DSQCZSQ,danshuiquan,P00366
PFund,私募,微明恒远1期,WMHY1Q,weiminghengyuan,P02572
PFund,私募,六禾光辉岁月1期,LHGHSY1Q,liuhe,P00369
PFund,私募,瑞天价值成长,RTJZCZ,ruitian,P00373
PFund,私募,广金成长,GJCZ,guangjin,P00374
PFund,私募,穗富1号,SF1H,suifu,P02060
PFund,私募,远望1号,YW1H,hongshengyuanwang,P05131
PFund,私募,隐形冠军二期,YXGJEQ,jingfurongyuan,P00515
PFund,私募,隐形冠军三期,YXGJSQ,jingfurongyuan,P00516
PFund,私募,精熙2期,JX2Q,jingxi,P00518
PFund,私募,明河价值一期,MHJZYQ,minghe,P00519
PFund,私募,展博2期,ZB2Q,zhanbo,P00520
PFund,私募,中风投一号,ZFTYH,huixinchengtong,P00521
PFund,私募,恒德1期,HD1Q,hengde,P00523
PFund,私募,富安达安晟1号,FADAS1H,shenzhenfuanda,P00524
PFund,私募,尚雅8期,SY8Q,shangya,P00525
PFund,私募,尚雅14期,SY14Q,shangya,P00526
PFund,私募,泽熙5期,ZX5Q,zexi,P00527
PFund,私募,黄金优选二期六号,HJYXEQLH,xinjiazhi,P00528
PFund,私募,仙童1期,XT1Q,xiantongtouzi,P00531
PFund,私募,六禾财富竹溪一期,LHCFZXYQ,liuhe,P00625
PFund,私募,翼虎成长2期,YHCZ2Q,yihutouzi,P00647
PFund,私募,鼎陶朱辉2期,DTZH2Q,dingtaozhuhui,P00650
PFund,私募,龙腾3期,LT3Q,longteng,P00652
PFund,私募,汇聚成长1期,HJCZ1Q,guoxinzhengquan,T00031
PFund,私募,建信私募精选1期,JXSMJX1Q,jianxinxintuo,T00032
PFund,私募,中融东方港湾1期,ZRDFGW1Q,dongfanggangwan,P00653
PFund,私募,济海远航1期,JHYH1Q,jihai,P00660
PFund,私募,新价值19期,XJZ19Q,xinjiazhi,P00656
PFund,私募,黄金优选二期十号,HJYXEQSH,xinjiazhi,P00657
PFund,私募,鼎锋12期,DF12Q,dingfengzichan,P00658
PFund,私募,六禾财富东莞,LHCFDG,liuhe,P00659
PFund,私募,双核动力3期1号,SHDL3Q1H,pinganxintuo,T00034
PFund,私募,升阳3期,SY3Q,shengyang,P00662
PFund,私募,高信百诺1期,GXBN1Q,gaoxinbainuo,P00663
PFund,私募,展博精选A号,ZBJXAH,zhanbo,P00666
PFund,私募,私募工场金陀罗飞龙2号,SMGCJTLFL2H,jintuoluo,P05157
PFund,私募,彤源2号,TY2H,tongyuan,P00375
PFund,私募,铭远二期,MYEQ,mingyuan,P00376
PFund,私募,瀚信成长1期,HXCZ1Q,hanxin,P00377
PFund,私募,瀚信成长2期,HXCZ2Q,hanxin,P00378
PFund,私募,朴道02期,PD02Q,pudao,P05229
PFund,私募,积胜一期,JSYQ,jijisheng,P00380
PFund,私募,证研一期,ZYYQ,zhengyan,P00383
PFund,私募,远策8期,YC8Q,yuance,P00602
PFund,私募,六禾财富瓯越,LHCFOY,liuhe,P00603
PFund,私募,瑞天3期,RT3Q,ruitian,P00604
PFund,私募,德源安1期,DYA1Q,deyuanan,P00605
PFund,私募,尚雅16期,SY16Q,shangya,P00606
PFund,私募,嘉禾1号,JH1H,qirun,P00607
PFund,私募,玖歌投资,JGTZ,jiugetouzi,P00608
PFund,私募,黄金组合1期1号,HJZH1Q1H,pinganxintuo,T00004
PFund,私募,黄金组合1期3号,HJZH1Q3H,pinganxintuo,T00005
PFund,私募,双核动力1期1号,SHDL1Q1H,pinganxintuo,T00007
PFund,私募,双核动力1期2号,SHDL1Q2H,pinganxintuo,T00008
PFund,私募,双核动力1期3号,SHDL1Q3H,pinganxintuo,T00009
PFund,私募,双核动力2期1号,SHDL2Q1H,pinganxintuo,T00014
PFund,私募,黄金组合2期1号,HJZH2Q1H,pinganxintuo,T00015
PFund,私募,新方程私募精选2号,XFCSMJX2H,xinfangcheng,T00016
PFund,私募,弘酬优选5期,HCYX5Q,hongchou,T00021
PFund,私募,弘酬优选7期,HCYX7Q,hongchou,T00023
PFund,私募,尚雅13期,SY13Q,shangya,P00611
PFund,私募,鸿道2期,HD2Q,hongdao,P00614
PFund,私募,鸿道3期,HD3Q,hongdao,P00615
PFund,私募,黄金优选7期1号,HJYX7Q1H,huili,P00616
PFund,私募,黄金优选二期九号,HJYXEQJH,xinjiazhi,P00617
PFund,私募,黄金优选5期3号,HJYX5Q3H,shangya,P00618
PFund,私募,源乐晟9期,YLS9Q,yuanlesheng,P00619
PFund,私募,泰瓴·泰九1期,TLTJ1Q,tailing,P00620
PFund,私募,泰瓴·泰九2期,TLTJ2Q,tailing,P00621
PFund,私募,呈瑞1期,CR1Q,chengruitouzi,P00622
PFund,私募,友恒成长1期,YHCZ1Q,youheng,P00623
PFund,私募,托付宝TOF1号,TFBTOF1H,huarunshenguotou,T00024
PFund,私募,华银稳健基金,HYWJJJ,huayinjingzhi,S20142
PFund,私募,佛意投资激进,FYTZJJ,shanjingtouzi,P05320
PFund,私募,新巴索-南证,XBSNZ,xinbasuo,P05322
PFund,私募,海天一期,HTYQ,xinhaitian,P00478
PFund,私募,龙腾5期,LT5Q,longteng,P00514
PFund,私募,朱雀9期,ZQ9Q,zhuque,P00338
PFund,私募,柘弓1期,ZG1Q,zhegong,P00339
PFund,私募,鼎诺秋实1期,DNQS1Q,dingnuo,P00340
PFund,私募,平石尊悦,PSZY,pingshi,P00344
PFund,私募,景泰复利回报1期(中信),JTFLHB1QZX,jingtailifeng,P00345
PFund,私募,武当8号,WD8H,wudangzichan,P00202
PFund,私募,武当9期,WD9Q,wudangzichan,P00203
PFund,私募,朱雀4期,ZQ4Q,zhuque,P00204
PFund,私募,星石15,XS15,xingshitouzi,P00206
PFund,私募,从容成长2,CRCZ2,congrong,P00207
PFund,私募,淡水泉成长五期,DSQCZWQ,danshuiquan,P00208
PFund,私募,超盛1号,CS1H,chaosheng,P00668
PFund,私募,金河新价值成长一期,JHXJZCZYQ,jinhe,P00669
PFund,私募,景富趋势成长一期,JFQSCZYQ,jingfu2,P00670
PFund,私募,长金9号,CJ9H,changjin,P00673
PFund,私募,天弓3号,TG3H,huigu,P01169
PFund,私募,麦盛领航3期,MSLH3Q,maishengzichan,P00675
PFund,私募,武当稳定增长,WDWDZZ,wudangzichan,P00676
PFund,私募,中睿合银8期,ZRHY8Q,zhongruiheyin,P00678
PFund,私募,中睿合银7期,ZRHY7Q,zhongruiheyin,P00679
PFund,私募,黄金优选二期七号,HJYXEQQH,xinjiazhi,P00577
PFund,私募,六禾财富黄埔,LHCFHP,liuhe,P00626
PFund,私募,瀚信稳健2期,HXWJ2Q,hanxin,P00628
PFund,私募,铭远四期,MYSQ,mingyuan,P00632
PFund,私募,鼎力超级成长,DLCJCZ,dingli,P00634
PFund,私募,理成转子3号,LCZZ3H,licheng,P00635
PFund,私募,泰瓴3期,TL3Q,tailing,P00636
PFund,私募,新价值15期,XJZ15Q,xinjiazhi,P00544
PFund,私募,春天1号,CT1H,shangshanyufu,P00546
PFund,私募,智德精选5期,ZDJX5Q,zhide,P00548
PFund,私募,德丰华1期,DFH1Q,defenghua,P00549
PFund,私募,升阳1期,SY1Q,shengyang,P00550
PFund,私募,鸿道精英1号,HDJY1H,hongdao,P00551
PFund,私募,洲浚1号,ZJ1H,zhoujun,P00589
PFund,私募,新价值9期,XJZ9Q,xinjiazhi,P00591
PFund,私募,朱雀18期,ZQ18Q,zhuque,P00592
PFund,私募,名禹稳健增长,MYWJZZ,mingyu,P00594
PFund,私募,从容成长7期,CRCZ7Q,congrong,P00597
PFund,私募,从容医疗2期,CRYL2Q,congrong,P00598
PFund,私募,源乐晟8期,YLS8Q,yuanlesheng,P00599
PFund,私募,升阳2期,SY2Q,shengyang,P00583
PFund,私募,民晟C号,MSCH,minsheng,C00027
PFund,私募,金贝壳1号,JBK1H,jinbeike,P00772
PFund,私募,黄金优选1期7号,HJYX1Q7H,danshuiquan,P00774
PFund,私募,双核动力5期2号,SHDL5Q2H,pinganxintuo,T00043
PFund,私募,智诚7期,ZC7Q,zhichenghaiwei,P00711
PFund,私募,国理价值成长,GLJZCZ,guoli,P00764
PFund,私募,智信创富1期,ZXCF1Q,zhixinchuangfu,P00765
PFund,私募,银河普润,YHPR,yinhecaifu,C00021
PFund,私募,穿石品质生活,CSPZSH,chuanshi,P00767
PFund,私募,猎豹2期,LB2Q,liebaotouzi,P00689
PFund,私募,展博精选D号,ZBJXDH,zhanbo,P00716
PFund,私募,黄金优选5期6号,HJYX5Q6H,shangya,P00717
PFund,私募,睿策1期,RC1Q,ruice,P00720
PFund,私募,金瀛2期,JY2Q,jinying,P00721
PFund,私募,黄金优选5期11号,HJYX5Q11H,shangya,P00724
PFund,私募,黄金优选7期4号,HJYX7Q4H,huili,P00725
PFund,私募,黄金优选9期1号,HJYX9Q1H,shenzhenchangqingteng,P00769
PFund,私募,盈融达8号,YRD8H,yingrongda,P00730
PFund,私募,从容优势7期,CRYS7Q,congrong,P00731
PFund,私募,从容内需医疗3期,CRNXYL3Q,congrong,P00737
PFund,私募,金致二号,JZEH,zhongjin,T00040
PFund,私募,慧安10期,HA10Q,huian,P00741
CPFund,私募,睿亦嘉资本动态价值,RYJZBDTJZ,ruiyijiazibenguanli,H00005
CPFund,私募,锦宏中国价值,JHZGJZ,jinhong,H00006
CPFund,私募,睿智华海,RZHH,ruizhijinrong,H00009
PFund,私募,博源成长1号,BYCZ1H,boyuan,P00584
PFund,私募,合赢2期,HY2Q,yingfengziben,P00585
PFund,私募,黄金优选二期八号,HJYXEQBH,xinjiazhi,P00586
PFund,私募,挺浩一期,THYQ,tinghao,P00588
PFund,私募,谦石2号,QS2H,qianshi,P00755
PFund,私募,中睿吉祥管家10期,ZRJXGJ10Q,zhongruiheyin,P00756
PFund,私募,西域创新,XYCX,xiyu,P00757
PFund,私募,恒寅1号,HY1H,hengyin,P00693
PFund,私募,鹏诚二期,PCEQ,pengcheng,P00733
PFund,私募,源乐晟10期,YLS10Q,yuanlesheng,P00735
PFund,私募,金致一号,JZYH,zhongjin,T00039
PFund,私募,精熙3期,JX3Q,jingxi,P00758
PFund,私募,顶石成长1号,DSCZ1H,dingshi,P00759
PFund,私募,富恩德1期,FED1Q,fuendezichan,P00760
PFund,私募,金融战士1号,JRZS1H,kangchengheng,P00761
PFund,私募,朴道一期,PDYQ,pudao,P00762
PFund,私募,从容全天候1期,CRQTH1Q,congrong,P01187
PFund,私募,瑞天私募精选1期,RTSMJX1Q,ruitian,P00771
PFund,私募,普邦恒升华金1号,PBHSHJ1H,pubanghengsheng,P00699
PFund,私募,淡水泉卓越1期,DSQZY1Q,danshuiquan,P00700
PFund,私募,中睿合银9期,ZRHY9Q,zhongruiheyin,P00701
PFund,私募,鸿道4期,HD4Q,hongdao,P00853
PFund,私募,宁聚传承,NJCC,ningju,P00890
PFund,私募,智信创富2期,ZXCF2Q,zhixinchuangfu,P00895
PFund,私募,和聚9期,HJ9Q,heju,P00898
PFund,私募,禾木1号,HM1H,hemu,P00899
PFund,私募,和聚鼎宝1期,HJDB1Q,heju,P00902
PFund,私募,投资精英之展博A,TZJYZZBA,zhanbo,P00904
PFund,私募,泰达鼎晟1期,TDDS1Q,taidadingsheng,P00907
PFund,私募,黄金优选12期1号,HJYX12Q1H,zhanbo,P00909
PFund,私募,精熙优胜回报1期,JXYSHB1Q,jingxi,P00908
PFund,私募,融智潮商组合宝1期,RZCSZHB1Q,rongzhitouzi,T00049
PFund,私募,乾阳投资1期,QYTZ1Q,qianyang,P00918
PFund,私募,精熙成长红利,JXCZHL,jingxi,P00921
PFund,私募,东源主基金,DYZJJ,dongyuanguquan,C00056
